Station Name,Street Address,City,State,ZIP,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Connector Types,Access Code,Facility Type,Total_Chargers,Has_Level1,Has_Level2,Has_DC_Fast,ZIP_int,zip_code_int,county_name,electricity_rate_per_kwh,rate_tier
SMCCD CAN LOT 6_6,Campus Cir,Redwood City,CA,94061,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94061,,San Francisco,0.4597,High
SMCCD CAN LOT 6_3,CPWM+FR,Woodside,CA,94061,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94061,,San Francisco,0.4597,High
SMCCD CAN LOT 6_4,Campus Cir,Redwood City,CA,94061,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94061,,San Francisco,0.4597,High
SMCCD CAN LOT 6_1,The Loop Rd,Redwood City,CA,94061,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94061,,San Francisco,0.4597,High
SMCCD CAN LOT 6_2,The Loop Rd,Redwood City,CA,94061,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94061,,San Francisco,0.4597,High
WEHO 7718 SMB #1 (S),7718 Santa Monica Blvd,West Hollywood,CA,90046,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90046,90046,Los Angeles,0.3,Low
WEHO 7718 SMB #2 (N),7718 Santa Monica Blvd,West Hollywood,CA,90046,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90046,90046,Los Angeles,0.3,Low
WEHO 8459 SUN #1 (E),8459 Sunset Blvd,West Hollywood,CA,90069,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90069,90069,Los Angeles,0.3,Low
Vons 5500 Woodruff Ave Lakewood CA,5500 Woodruff Ave,Lakewood,CA,90713,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,90713,,Los Angeles,0.3,Low
Buzz Apartments,2995 B Street,San Diego,CA,92102,0.0,2.0,0.0,Blink Network,J1772,public,,2.0,False,True,False,92102,,Orange,0.3869,Medium
Raising Canes - Avalon & Del Amo,20707 S Avalon Blvd,Carson,CA,90746,0.0,4.0,0.0,Blink Network,J1772,public,,4.0,False,True,False,90746,,Los Angeles,0.3,Low
CITY OF MALIBU CIVICCENTERWY 2,Civic Ctr / Malibu Library,Malibu,CA,90265,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90265,,Los Angeles,0.3,Low
CITY OF MALIBU CIVICCENTERWY 1,Civic Ctr / Malibu Library,Malibu,CA,90265,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90265,,Los Angeles,0.3,Low
Madison Parking Lot,10202 Washington Blvd,Culver City,CA,90232,0.0,10.0,1.0,Blink Network,J1772 J1772COMBO,public,,11.0,False,True,True,90232,,Los Angeles,0.3,Low
Overland Structure 1st Floor,10202 Washington Blvd,Culver City,CA,90232,0.0,11.0,0.0,Blink Network,J1772,public,,11.0,False,True,False,90232,,Los Angeles,0.3,Low
431408 : Avalon Ocean Avenue,1200 Ocean Avenue,SF,CA,94112,0.0,7.0,0.0,Blink Network,J1772,public,,7.0,False,True,False,94112,,San Francisco,0.4597,High
UDR HDR 1,1001 Cresta Way,San Rafael,CA,94903,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94903,,San Francisco,0.4597,High
COMSTOCK STRUCT BLUE STALL #1,6738 Comstock Ave,Whittier,CA,90601,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90601,,Los Angeles,0.3,Low
COMSTOCK STRUCT STATION #2,6738 Comstock Ave,Whittier,CA,90601,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90601,,Los Angeles,0.3,Low
COMSTOCK STRUCT STATION #1,6738 Comstock Ave,Whittier,CA,90601,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90601,,Los Angeles,0.3,Low
COMSTOCK STRUCT BLUE STALL #2,6738 Comstock Ave,Whittier,CA,90601,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90601,,Los Angeles,0.3,Low
CAL STATE LA LOT 3 ST01,5151 State University Dr,Los Angeles,CA,90032,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90032,90032,Los Angeles,0.3,Low
CAL STATE LA STRUCTURE C 01,5151 State University Dr.,Los Angeles,CA,90032,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90032,90032,Los Angeles,0.3,Low
CAL STATE LA LOT 3 ST 03,5151 State University Dr,Los Angeles,CA,90032,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90032,90032,Los Angeles,0.3,Low
SADM PARKING SADM 3,1171 Pier F Ave,Long Beach,CA,90802,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90802,,Los Angeles,0.3,Low
SADM PARKING SADM 4,1171 Pier F Ave,Long Beach,CA,90802,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90802,,Los Angeles,0.3,Low
EVCharge4U Main Office,1805 Martin Luther King Jr Way,Berkeley,CA,94709,0.0,2.0,0.0,AMPUP,J1772,public,OFFICE_BLDG,2.0,False,True,False,94709,,San Francisco,0.4597,High
SMCCD CAN LOT 6_5,Campus Cir,Redwood City,CA,94061,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94061,,San Francisco,0.4597,High
WHITE MEMORIAL WWMC 1,1702 East Cesar E Chavez Avenue,Los Angeles,CA,90033,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90033,90033,Los Angeles,0.3,Low
WHITE MEMORIAL WWMC 4,1702 East Cesar E Chavez Avenue,Los Angeles,CA,90033,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90033,90033,Los Angeles,0.3,Low
WHITE MEMORIAL WWMC 2,1702 East Cesar E Chavez Avenue,Los Angeles,CA,90033,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90033,90033,Los Angeles,0.3,Low
META MPK63-07,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-09,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-08,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-10,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-11,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-05,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-06,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-02,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-03,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-04,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-01,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
HSU G12-2,"1 Harpst St.,",Arcata,CA,95521,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95521,,Sacramento,0.3869,Medium
HSU G12-1 ADA,1 Harpst St.,Arcata,CA,95521,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95521,,Sacramento,0.3869,Medium
HSU G12-3,1 Harpst St.,Arcata,CA,95521,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95521,,Sacramento,0.3869,Medium
HSU G12-4,1 Harpst St.,Arcata,CA,95521,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95521,,Sacramento,0.3869,Medium
HSU G12-5,1 Harpst St.,Arcata,CA,95521,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95521,,Sacramento,0.3869,Medium
META MPK17-09,1 Hacker Way Building 17,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-12,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-22,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-24,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-23,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-25,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-15,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-16,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-17,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-20 ADA,155 Constitution Dr,Menlo Park,CA,94025,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-14,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-13,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-21 ADA,155 Constitution Dr,Menlo Park,CA,94025,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK63-18,155 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
TARGET T1548 STATION 2,2615 Tuscany St,Corona,CA,92881,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92881,,Orange,0.3869,Medium
NOHO WEST L15A,6030 Laurel Canyon Blvd,Los Angeles,CA,91606,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91606,,Los Angeles,0.3,Low
NOHO WEST A2,6180 Laurel Canyon Blvd,Los Angeles,CA,91606,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91606,,Los Angeles,0.3,Low
NOHO WEST A1,6180 Laurel Canyon Blvd,Los Angeles,CA,91606,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91606,,Los Angeles,0.3,Low
NOHO WEST C1,6180 Laurel Canyon Blvd,Los Angeles,CA,91606,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91606,,Los Angeles,0.3,Low
META MPK62-12,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-11,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-10,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-08,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-09,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-07,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-06,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-05,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-04,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-03,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-01,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-02,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-25,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-22,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-24,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-23,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-21,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-20,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-19,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-18,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-16,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-17,105 Constitution Dr,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-13 ADA,105 Constitution Dr,Menlo Park,CA,94025,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-15 ADA,105 Constitution Dr,Menlo Park,CA,94025,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94025,,San Francisco,0.4597,High
META MPK62-14 ADA,105 Constitution Dr,Menlo Park,CA,94025,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94025,,San Francisco,0.4597,High
HCP SAN DIEGO 4921DIRECTORS 1,4921 Directors Pl,San Diego,CA,92121,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92121,,Orange,0.3869,Medium
FAIRFIELD SEBAS FIS 1,1101 Gravenstein Hwy S,Sebastopol,CA,95472,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95472,,Sacramento,0.3869,Medium
FAIRFIELD SEBAS STATION 2,1101 Gravenstein Highway S,Sebastopol,CA,95472,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95472,,Sacramento,0.3869,Medium
MARKET PARK STATION 1,1411 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 2,1411 Berryessa Rd,San Jose,CA,95133,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 3,1411 Berryessa Rd,San Jose,CA,95133,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 4,1455 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 5,1455 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 6,1455 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 7,1455 Berryessa Rd,San Jose,CA,95133,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 8,1455 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 9,1455 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 10,1455 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 11,1455 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 12,1477 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
MARKET PARK STATION 13,1477 Berryessa Rd,San Jose,CA,95133,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95133,,Sacramento,0.3869,Medium
GRAHAM STATION 4,1455 McCandless Dr,Milpitas,CA,95035,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95035,,Sacramento,0.3869,Medium
GRAHAM STATION 3,1455 McCandless Dr,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95035,,Sacramento,0.3869,Medium
GRAHAM STATION 2,1475 McCandless Dr,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95035,,Sacramento,0.3869,Medium
CITY OF NAPA MAIN & PEARL,1181-1199 Main St,Napa,CA,94559,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94559,,San Francisco,0.4597,High
STANFORD CD GATEWAY #3,742 Campus Drive,Stanford,CA,94305,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94305,,San Francisco,0.4597,High
HCP SAN DIEGO 4921DIRECTORS 2,4921 Directors Pl,San Diego,CA,92121,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92121,,Orange,0.3869,Medium
GRAHAM STATION 5,1455 McCandless Dr,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95035,,Sacramento,0.3869,Medium
GRAHAM STATION 6,1455 McCandless Dr,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95035,,Sacramento,0.3869,Medium
GRAHAM STATION 8,1455 McCandless Dr,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95035,,Sacramento,0.3869,Medium
GRAHAM STATION 7,1455 McCandless Dr,Milpitas,CA,95035,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95035,,Sacramento,0.3869,Medium
GRAHAM STATION 1,1455 McCandless Dr,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95035,,Sacramento,0.3869,Medium
Palos Verdes Library District,701 Silver Spur Road,Rolling Hills Estates,CA,90274,0.0,0.0,3.0,Electrify America,CHADEMO J1772COMBO,public,,3.0,False,False,True,90274,,Los Angeles,0.3,Low
Stockton Blvd - Elk Grove CA,8830 E. Stockton Blvd.,Elk Grove,CA,95624,0.0,0.0,2.0,SHELL_RECHARGE,CHADEMO J1772COMBO,public,,2.0,False,False,True,95624,95624,Sacramento,0.3869,Medium
CLARENDON SPACE 58,22131 Clarendon St,Los Angeles,CA,91367,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91367,91367,Los Angeles,0.3,Low
"Bell, CA - 4416 Gage Avenue - Tesla Supercharger",4416 Gage Avenue,Bell,CA,92345,0.0,0.0,8.0,Tesla,TESLA,public,RESTAURANT,8.0,False,False,True,92345,,Orange,0.3869,Medium
Carls Jr - Euclid,222 N. Euclid,Fullerton,CA,92832,0.0,3.0,0.0,Blink Network,J1772,public,,3.0,False,True,False,92832,,Orange,0.3869,Medium
AHBD ADVENTIST 9,1609 28th St,Bakersfield,CA,93301,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93301,,Los Angeles,0.3,Low
7-ELEVEN 32262 TRACY DC4,2360 W Grant Line Rd,Tracy,CA,95377,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,95377,,Sacramento,0.3869,Medium
7-ELEVEN 32262 TRACY DC1,2360 W Grant Line Rd,Tracy,CA,95377,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,95377,,Sacramento,0.3869,Medium
7-ELEVEN 32262 TRACY DC3,2360 W Grant Line Rd,Tracy,CA,95377,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,95377,,Sacramento,0.3869,Medium
7-ELEVEN 32262 TRACY DC2,2360 W Grant Line Rd,Tracy,CA,95377,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,95377,,Sacramento,0.3869,Medium
FACILITIES MGMT AUBURN JUSTICE,2929 Richardson Dr,Auburn,CA,95603,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95603,95603,Sacramento,0.3869,Medium
CBRE 180 KIMBALL 2,180 Kimball Way,South San Francisco,CA,94080,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94080,,San Francisco,0.4597,High
IRVINE  CO  OFC BTP 4CROMWELL 2,4 Cromwell,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
Salinas Hampton,523 Work Street,Salinas,CA,93901,0.0,2.0,0.0,Blink Network,J1772,public,,2.0,False,True,False,93901,,Los Angeles,0.3,Low
MSM GARAGE LEVEL2 2,2930 Colorado Ave,Santa Monica,CA,90404,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90404,,Los Angeles,0.3,Low
MSM GARAGE LEVEL1 3,2930 Colorado Ave,Santa Monica,CA,90404,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90404,,Los Angeles,0.3,Low
MSM GARAGE LEVEL2 1,2930 Colorado Ave,Santa Monica,CA,90404,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90404,,Los Angeles,0.3,Low
MSM GARAGE LEVEL2 3,2930 Colorado Ave,Santa Monica,CA,90404,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90404,,Los Angeles,0.3,Low
MSM GARAGE LEVEL1 4,2930 Colorado Ave,Santa Monica,CA,90404,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90404,,Los Angeles,0.3,Low
MSM GARAGE LEVEL1 2,2930 Colorado Ave,Santa Monica,CA,90404,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90404,,Los Angeles,0.3,Low
Palomar MOB 2,2130 Citracado Parkway,Escondido,CA,92029,0.0,4.0,0.0,Blink Network,J1772,public,,4.0,False,True,False,92029,92029,San Diego,0.4597,High
City of American Canyon,4381 Broadway,American Canyon,CA,94503,0.0,4.0,0.0,EV Connect,J1772,public,MUNI_GOV,4.0,False,True,False,94503,,San Francisco,0.4597,High
Santana Row - Santana Heights Garage,377 Santana Row,San Jose,CA,95128,0.0,4.0,0.0,Blink Network,J1772,public,,4.0,False,True,False,95128,,Sacramento,0.3869,Medium
